2024-06-07 10:50:05 [INFO] Calibration started.
2024-06-07 10:50:05 [INFO] 加速度X: 0.95, Y: -1.81, Z: -166.31
2024-06-07 10:50:06 [INFO] 磁力计X: -1.47, Y: -3.8, Z: -4.43
2024-06-07 10:50:06 [INFO] 加速度X: 0.98, Y: -2.08, Z: -166.47
2024-06-07 10:50:06 [INFO] 陀螺仪X: 0.26, Y: -0.88, Z: -0.95
2024-06-07 10:50:06 [INFO] 磁力计X: -1.48, Y: -3.8, Z: -4.42
2024-06-07 10:50:06 [INFO] 加速度X: 0.94, Y: -2.02, Z: -166.49
2024-06-07 10:50:06 [INFO] 陀螺仪X: 0.31, Y: -1, Z: -0.92
2024-06-07 10:50:06 [INFO] 磁力计X: -1.46, Y: -3.8, Z: -4.45
2024-06-07 10:50:06 [INFO] 加速度X: 0.93, Y: -1.93, Z: -166.48
2024-06-07 10:50:06 [INFO] 陀螺仪X: 0.32, Y: -1.06, Z: -0.91
2024-06-07 10:50:06 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.48
2024-06-07 10:50:06 [INFO] 加速度X: 0.91, Y: -1.96, Z: -166.4
2024-06-07 10:50:06 [INFO] 陀螺仪X: 0.36, Y: -1.08, Z: -0.91
2024-06-07 10:50:06 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.5
2024-06-07 10:50:06 [INFO] 加速度X: 0.97, Y: -1.97, Z: -166.28
2024-06-07 10:50:06 [INFO] 陀螺仪X: 0.43, Y: -1, Z: -1.32
2024-06-07 10:50:06 [INFO] 磁力计X: -1.45, Y: -3.79, Z: -4.51
2024-06-07 10:50:06 [INFO] 加速度X: 0.95, Y: -1.92, Z: -166.23
2024-06-07 10:50:06 [INFO] 陀螺仪X: 0.44, Y: -0.99, Z: -1.29
2024-06-07 10:50:06 [INFO] 磁力计X: -1.45, Y: -3.79, Z: -4.52
2024-06-07 10:50:06 [INFO] 加速度X: 0.97, Y: -1.99, Z: -166.17
2024-06-07 10:50:06 [INFO] 陀螺仪X: 0.37, Y: -0.92, Z: -1.21
2024-06-07 10:50:06 [INFO] 磁力计X: -1.46, Y: -3.79, Z: -4.51
2024-06-07 10:50:06 [INFO] 加速度X: 1.05, Y: -2.06, Z: -166.16
2024-06-07 10:50:06 [INFO] 陀螺仪X: 0.37, Y: -0.72, Z: -1.58
2024-06-07 10:50:06 [INFO] 磁力计X: -1.46, Y: -3.77, Z: -4.52
2024-06-07 10:50:06 [INFO] 加速度X: 1.1, Y: -2.04, Z: -166.24
2024-06-07 10:50:06 [INFO] 陀螺仪X: 0.33, Y: -0.6, Z: -1.65
2024-06-07 10:50:06 [INFO] 磁力计X: -1.45, Y: -3.77, Z: -4.52
2024-06-07 10:50:06 [INFO] 加速度X: 1.1, Y: -2.11, Z: -166.29
2024-06-07 10:50:06 [INFO] 陀螺仪X: 0.33, Y: -0.6, Z: -1.44
2024-06-07 10:50:06 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.51
2024-06-07 10:50:07 [INFO] 加速度X: 1.05, Y: -2.07, Z: -166.22
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.38, Y: -0.55, Z: -1.36
2024-06-07 10:50:07 [INFO] 磁力计X: -1.44, Y: -3.78, Z: -4.51
2024-06-07 10:50:07 [INFO] 加速度X: 0.99, Y: -2.03, Z: -166.17
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.39, Y: -0.57, Z: -1.41
2024-06-07 10:50:07 [INFO] 磁力计X: -1.45, Y: -3.79, Z: -4.53
2024-06-07 10:50:07 [INFO] 加速度X: 0.88, Y: -2.08, Z: -166.11
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.43, Y: -0.66, Z: -1.28
2024-06-07 10:50:07 [INFO] 磁力计X: -1.46, Y: -3.79, Z: -4.5
2024-06-07 10:50:07 [INFO] 加速度X: 0.8, Y: -2.13, Z: -166.01
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.38, Y: -0.85, Z: -1.12
2024-06-07 10:50:07 [INFO] 磁力计X: -1.46, Y: -3.8, Z: -4.49
2024-06-07 10:50:07 [INFO] 加速度X: 0.74, Y: -2.05, Z: -165.94
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.37, Y: -0.86, Z: -1.13
2024-06-07 10:50:07 [INFO] 磁力计X: -1.47, Y: -3.8, Z: -4.5
2024-06-07 10:50:07 [INFO] 加速度X: 0.73, Y: -2.05, Z: -165.87
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.31, Y: -0.75, Z: -1.12
2024-06-07 10:50:07 [INFO] 磁力计X: -1.48, Y: -3.8, Z: -4.5
2024-06-07 10:50:07 [INFO] 加速度X: 0.8, Y: -2.06, Z: -165.89
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.31, Y: -0.73, Z: -0.99
2024-06-07 10:50:07 [INFO] 磁力计X: -1.48, Y: -3.79, Z: -4.48
2024-06-07 10:50:07 [INFO] 加速度X: 0.81, Y: -2.02, Z: -165.91
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.24, Y: -0.71, Z: -0.85
2024-06-07 10:50:07 [INFO] 磁力计X: -1.48, Y: -3.8, Z: -4.47
2024-06-07 10:50:07 [INFO] 加速度X: 0.86, Y: -1.96, Z: -165.94
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.29, Y: -0.59, Z: -1.06
2024-06-07 10:50:07 [INFO] 磁力计X: -1.48, Y: -3.78, Z: -4.47
2024-06-07 10:50:07 [INFO] 加速度X: 0.9, Y: -1.92, Z: -166.01
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.28, Y: -0.49, Z: -1.13
2024-06-07 10:50:07 [INFO] 磁力计X: -1.47, Y: -3.77, Z: -4.46
2024-06-07 10:50:07 [INFO] 加速度X: 0.99, Y: -1.9, Z: -166.13
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.29, Y: -0.59, Z: -1.2
2024-06-07 10:50:07 [INFO] 磁力计X: -1.46, Y: -3.78, Z: -4.45
2024-06-07 10:50:07 [INFO] 加速度X: 0.94, Y: -1.84, Z: -166.09
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.26, Y: -0.85, Z: -1.2
2024-06-07 10:50:07 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.46
2024-06-07 10:50:07 [INFO] 加速度X: 0.9, Y: -1.8, Z: -166.09
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.24, Y: -0.65, Z: -1.29
2024-06-07 10:50:07 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.48
2024-06-07 10:50:07 [INFO] 加速度X: 0.85, Y: -1.77, Z: -166.05
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.28, Y: -0.74, Z: -1.14
2024-06-07 10:50:07 [INFO] 磁力计X: -1.44, Y: -3.79, Z: -4.48
2024-06-07 10:50:07 [INFO] 加速度X: 0.82, Y: -1.79, Z: -166.09
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.3, Y: -0.77, Z: -1.09
2024-06-07 10:50:07 [INFO] 磁力计X: -1.45, Y: -3.79, Z: -4.48
2024-06-07 10:50:07 [INFO] 加速度X: 0.79, Y: -1.81, Z: -166.11
2024-06-07 10:50:07 [INFO] 陀螺仪X: 0.34, Y: -0.81, Z: -1.24
2024-06-07 10:50:07 [INFO] 磁力计X: -1.45, Y: -3.79, Z: -4.49
2024-06-07 10:50:08 [INFO] 加速度X: 0.96, Y: -1.83, Z: -166.2
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.38, Y: -0.74, Z: -1.37
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.79, Z: -4.49
2024-06-07 10:50:08 [INFO] 加速度X: 1.06, Y: -1.9, Z: -166.25
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.43, Y: -0.86, Z: -1.55
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.49
2024-06-07 10:50:08 [INFO] 加速度X: 1.12, Y: -1.97, Z: -166.26
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.37, Y: -0.88, Z: -1.55
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.5
2024-06-07 10:50:08 [INFO] 加速度X: 1.2, Y: -1.98, Z: -166.2
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.39, Y: -0.95, Z: -1.66
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.81, Z: -4.49
2024-06-07 10:50:08 [INFO] 加速度X: 1.21, Y: -2.04, Z: -166.21
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.39, Y: -0.89, Z: -1.72
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.49
2024-06-07 10:50:08 [INFO] 加速度X: 1.06, Y: -2.06, Z: -166.16
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.4, Y: -0.82, Z: -1.66
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.81, Z: -4.48
2024-06-07 10:50:08 [INFO] 加速度X: 0.95, Y: -1.98, Z: -166.23
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.29, Y: -0.91, Z: -1.52
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.49
2024-06-07 10:50:08 [INFO] 加速度X: 0.97, Y: -2, Z: -166.26
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.33, Y: -0.82, Z: -1.79
2024-06-07 10:50:08 [INFO] 磁力计X: -1.46, Y: -3.79, Z: -4.5
2024-06-07 10:50:08 [INFO] 加速度X: 0.92, Y: -2.03, Z: -166.36
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.29, Y: -0.79, Z: -1.61
2024-06-07 10:50:08 [INFO] 磁力计X: -1.46, Y: -3.79, Z: -4.52
2024-06-07 10:50:08 [INFO] 加速度X: 1.02, Y: -1.94, Z: -166.28
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.24, Y: -0.64, Z: -1.28
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.52
2024-06-07 10:50:08 [INFO] 加速度X: 1.1, Y: -1.89, Z: -166.34
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.2, Y: -0.6, Z: -1.38
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.52
2024-06-07 10:50:08 [INFO] 加速度X: 1.15, Y: -1.89, Z: -166.34
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.31, Y: -0.54, Z: -1.42
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.51
2024-06-07 10:50:08 [INFO] 加速度X: 1.1, Y: -1.82, Z: -166.34
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.33, Y: -0.56, Z: -1.16
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.49
2024-06-07 10:50:08 [INFO] 加速度X: 1.08, Y: -1.85, Z: -166.32
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.38, Y: -0.7, Z: -1.14
2024-06-07 10:50:08 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.48
2024-06-07 10:50:08 [INFO] 加速度X: 1.03, Y: -1.86, Z: -166.35
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.34, Y: -0.83, Z: -1.29
2024-06-07 10:50:08 [INFO] 磁力计X: -1.46, Y: -3.81, Z: -4.49
2024-06-07 10:50:08 [INFO] 加速度X: 0.98, Y: -1.89, Z: -166.36
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.35, Y: -0.81, Z: -1.12
2024-06-07 10:50:08 [INFO] 磁力计X: -1.47, Y: -3.8, Z: -4.49
2024-06-07 10:50:08 [INFO] 加速度X: 1.08, Y: -1.87, Z: -166.25
2024-06-07 10:50:08 [INFO] 陀螺仪X: 0.28, Y: -0.92, Z: -0.96
2024-06-07 10:50:08 [INFO] 磁力计X: -1.46, Y: -3.81, Z: -4.49
2024-06-07 10:50:09 [INFO] 加速度X: 1.17, Y: -1.97, Z: -166.28
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.28, Y: -0.91, Z: -1.02
2024-06-07 10:50:09 [INFO] 磁力计X: -1.45, Y: -3.81, Z: -4.5
2024-06-07 10:50:09 [INFO] 加速度X: 1.14, Y: -1.92, Z: -166.16
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.25, Y: -0.9, Z: -1.19
2024-06-07 10:50:09 [INFO] 磁力计X: -1.45, Y: -3.81, Z: -4.5
2024-06-07 10:50:09 [INFO] 加速度X: 1.11, Y: -1.94, Z: -166.14
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.3, Y: -1.04, Z: -1.2
2024-06-07 10:50:09 [INFO] 磁力计X: -1.46, Y: -3.8, Z: -4.48
2024-06-07 10:50:09 [INFO] 加速度X: 1.09, Y: -1.9, Z: -166.12
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.36, Y: -1.03, Z: -1.19
2024-06-07 10:50:09 [INFO] 磁力计X: -1.46, Y: -3.81, Z: -4.47
2024-06-07 10:50:09 [INFO] 加速度X: 0.92, Y: -1.88, Z: -166.12
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.36, Y: -1.04, Z: -1.41
2024-06-07 10:50:09 [INFO] 磁力计X: -1.46, Y: -3.8, Z: -4.46
2024-06-07 10:50:09 [INFO] 加速度X: 0.87, Y: -1.78, Z: -166.09
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.34, Y: -1.03, Z: -1.36
2024-06-07 10:50:09 [INFO] 磁力计X: -1.47, Y: -3.8, Z: -4.45
2024-06-07 10:50:09 [INFO] 加速度X: 0.98, Y: -1.82, Z: -166.19
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.3, Y: -0.87, Z: -1.32
2024-06-07 10:50:09 [INFO] 磁力计X: -1.48, Y: -3.8, Z: -4.46
2024-06-07 10:50:09 [INFO] 加速度X: 0.96, Y: -1.83, Z: -166.14
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.3, Y: -0.91, Z: -1.26
2024-06-07 10:50:09 [INFO] 磁力计X: -1.47, Y: -3.8, Z: -4.48
2024-06-07 10:50:09 [INFO] 加速度X: 1, Y: -1.89, Z: -166.03
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.29, Y: -1, Z: -1.45
2024-06-07 10:50:09 [INFO] 磁力计X: -1.47, Y: -3.79, Z: -4.49
2024-06-07 10:50:09 [INFO] 加速度X: 1.12, Y: -2.07, Z: -166
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.29, Y: -0.9, Z: -1.36
2024-06-07 10:50:09 [INFO] 磁力计X: -1.47, Y: -3.8, Z: -4.5
2024-06-07 10:50:09 [INFO] 加速度X: 1.18, Y: -2.04, Z: -165.97
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.3, Y: -0.94, Z: -1.42
2024-06-07 10:50:09 [INFO] 磁力计X: -1.47, Y: -3.81, Z: -4.51
2024-06-07 10:50:09 [INFO] 加速度X: 1.17, Y: -1.97, Z: -165.82
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.32, Y: -1.08, Z: -1.42
2024-06-07 10:50:09 [INFO] 磁力计X: -1.46, Y: -3.81, Z: -4.5
2024-06-07 10:50:09 [INFO] 加速度X: 1.14, Y: -1.88, Z: -165.93
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.28, Y: -1.01, Z: -1.61
2024-06-07 10:50:09 [INFO] 磁力计X: -1.46, Y: -3.8, Z: -4.49
2024-06-07 10:50:09 [INFO] 加速度X: 1.13, Y: -1.82, Z: -166.08
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.22, Y: -0.94, Z: -1.6
2024-06-07 10:50:09 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.5
2024-06-07 10:50:09 [INFO] 加速度X: 1.09, Y: -1.72, Z: -166.11
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.23, Y: -0.98, Z: -1.43
2024-06-07 10:50:09 [INFO] 磁力计X: -1.44, Y: -3.79, Z: -4.51
2024-06-07 10:50:09 [INFO] 加速度X: 1.07, Y: -1.68, Z: -166.15
2024-06-07 10:50:09 [INFO] 陀螺仪X: 0.18, Y: -1.11, Z: -1.52
2024-06-07 10:50:09 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.5
2024-06-07 10:50:10 [INFO] 加速度X: 1.05, Y: -1.72, Z: -166.22
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.23, Y: -1.07, Z: -1.6
2024-06-07 10:50:10 [INFO] 磁力计X: -1.44, Y: -3.78, Z: -4.51
2024-06-07 10:50:10 [INFO] 加速度X: 1.08, Y: -1.76, Z: -166.24
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.32, Y: -1.01, Z: -1.47
2024-06-07 10:50:10 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.51
2024-06-07 10:50:10 [INFO] 加速度X: 1.06, Y: -1.77, Z: -166.23
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.41, Y: -0.98, Z: -1.51
2024-06-07 10:50:10 [INFO] 磁力计X: -1.46, Y: -3.79, Z: -4.49
2024-06-07 10:50:10 [INFO] 加速度X: 1.07, Y: -1.77, Z: -166.24
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.39, Y: -1, Z: -1.64
2024-06-07 10:50:10 [INFO] 磁力计X: -1.47, Y: -3.8, Z: -4.49
2024-06-07 10:50:10 [INFO] 加速度X: 0.98, Y: -1.85, Z: -166.32
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.36, Y: -0.91, Z: -1.65
2024-06-07 10:50:10 [INFO] 磁力计X: -1.46, Y: -3.8, Z: -4.51
2024-06-07 10:50:10 [INFO] 加速度X: 0.99, Y: -1.8, Z: -166.34
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.32, Y: -0.9, Z: -1.57
2024-06-07 10:50:10 [INFO] 磁力计X: -1.46, Y: -3.79, Z: -4.52
2024-06-07 10:50:10 [INFO] 加速度X: 1.01, Y: -1.76, Z: -166.43
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.28, Y: -0.94, Z: -1.51
2024-06-07 10:50:10 [INFO] 磁力计X: -1.45, Y: -3.79, Z: -4.51
2024-06-07 10:50:10 [INFO] 加速度X: 1.07, Y: -1.73, Z: -166.43
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.23, Y: -1.09, Z: -1.59
2024-06-07 10:50:10 [INFO] 磁力计X: -1.45, Y: -3.79, Z: -4.51
2024-06-07 10:50:10 [INFO] 加速度X: 0.97, Y: -1.76, Z: -166.35
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.23, Y: -1.03, Z: -1.59
2024-06-07 10:50:10 [INFO] 磁力计X: -1.44, Y: -3.78, Z: -4.5
2024-06-07 10:50:10 [INFO] 加速度X: 1.03, Y: -1.7, Z: -166.37
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.27, Y: -1.02, Z: -1.45
2024-06-07 10:50:10 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.48
2024-06-07 10:50:10 [INFO] 加速度X: 1.01, Y: -1.68, Z: -166.41
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.2, Y: -0.88, Z: -1.23
2024-06-07 10:50:10 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.46
2024-06-07 10:50:10 [INFO] 加速度X: 0.95, Y: -1.78, Z: -166.21
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.28, Y: -1.01, Z: -1.26
2024-06-07 10:50:10 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.46
2024-06-07 10:50:10 [INFO] 加速度X: 0.94, Y: -1.84, Z: -166.27
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.27, Y: -0.97, Z: -1.06
2024-06-07 10:50:10 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.48
2024-06-07 10:50:10 [INFO] 加速度X: 1, Y: -1.81, Z: -166.39
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.25, Y: -0.96, Z: -1.03
2024-06-07 10:50:10 [INFO] 磁力计X: -1.44, Y: -3.78, Z: -4.48
2024-06-07 10:50:10 [INFO] 加速度X: 0.97, Y: -1.89, Z: -166.35
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.26, Y: -0.89, Z: -0.99
2024-06-07 10:50:10 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.48
2024-06-07 10:50:10 [INFO] 加速度X: 0.95, Y: -1.96, Z: -166.31
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.34, Y: -1.04, Z: -1.32
2024-06-07 10:50:10 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.49
2024-06-07 10:50:10 [INFO] 加速度X: 0.97, Y: -1.95, Z: -166.35
2024-06-07 10:50:10 [INFO] 陀螺仪X: 0.28, Y: -0.9, Z: -1.36
2024-06-07 10:50:10 [INFO] 磁力计X: -1.46, Y: -3.79, Z: -4.49
2024-06-07 10:50:11 [INFO] 加速度X: 0.93, Y: -2.03, Z: -166.3
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.3, Y: -0.94, Z: -1.41
2024-06-07 10:50:11 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.48
2024-06-07 10:50:11 [INFO] 加速度X: 0.98, Y: -2.04, Z: -166.24
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.34, Y: -0.95, Z: -1.35
2024-06-07 10:50:11 [INFO] 磁力计X: -1.46, Y: -3.79, Z: -4.48
2024-06-07 10:50:11 [INFO] 加速度X: 0.94, Y: -2.09, Z: -166.12
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.32, Y: -0.99, Z: -1.38
2024-06-07 10:50:11 [INFO] 磁力计X: -1.45, Y: -3.8, Z: -4.46
2024-06-07 10:50:11 [INFO] 加速度X: 0.91, Y: -2.13, Z: -166
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.29, Y: -0.97, Z: -1.04
2024-06-07 10:50:11 [INFO] 磁力计X: -1.45, Y: -3.79, Z: -4.47
2024-06-07 10:50:11 [INFO] 加速度X: 0.89, Y: -2.1, Z: -166.01
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.31, Y: -1.02, Z: -0.92
2024-06-07 10:50:11 [INFO] 磁力计X: -1.44, Y: -3.78, Z: -4.48
2024-06-07 10:50:11 [INFO] 加速度X: 0.87, Y: -2.06, Z: -165.96
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.34, Y: -0.84, Z: -1.05
2024-06-07 10:50:11 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.46
2024-06-07 10:50:11 [INFO] 加速度X: 0.83, Y: -2.05, Z: -166.04
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.38, Y: -0.79, Z: -1.21
2024-06-07 10:50:11 [INFO] 磁力计X: -1.44, Y: -3.78, Z: -4.49
2024-06-07 10:50:11 [INFO] 加速度X: 0.88, Y: -1.97, Z: -166.02
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.36, Y: -0.81, Z: -1.24
2024-06-07 10:50:11 [INFO] 磁力计X: -1.44, Y: -3.78, Z: -4.48
2024-06-07 10:50:11 [INFO] 加速度X: 0.91, Y: -1.91, Z: -166.03
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.4, Y: -0.77, Z: -1.4
2024-06-07 10:50:11 [INFO] 磁力计X: -1.44, Y: -3.79, Z: -4.46
2024-06-07 10:50:11 [INFO] 加速度X: 0.95, Y: -1.95, Z: -166.03
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.31, Y: -0.8, Z: -1.47
2024-06-07 10:50:11 [INFO] 磁力计X: -1.46, Y: -3.79, Z: -4.45
2024-06-07 10:50:11 [INFO] 加速度X: 0.97, Y: -1.94, Z: -166.05
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.22, Y: -0.79, Z: -1.25
2024-06-07 10:50:11 [INFO] 磁力计X: -1.46, Y: -3.78, Z: -4.47
2024-06-07 10:50:11 [INFO] 加速度X: 0.97, Y: -1.82, Z: -165.93
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.18, Y: -0.78, Z: -1.32
2024-06-07 10:50:11 [INFO] 磁力计X: -1.45, Y: -3.78, Z: -4.45
2024-06-07 10:50:11 [INFO] 加速度X: 0.89, Y: -1.89, Z: -166.05
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.26, Y: -0.71, Z: -1.35
2024-06-07 10:50:11 [INFO] 磁力计X: -1.46, Y: -3.79, Z: -4.46
2024-06-07 10:50:11 [INFO] 加速度X: 0.86, Y: -1.93, Z: -166.06
2024-06-07 10:50:11 [INFO] 陀螺仪X: 0.24, Y: -0.7, Z: -1.48
2024-06-07 10:50:11 [INFO] 磁力计X: -1.45, Y: -3.79, Z: -4.47
